output_image,background_image,donor_image,donor_key,class_id,class_name,donor_use,polygon_pixels
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0045.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2994_e362695c82.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_569_6aee7d8123.jpg,6ff893edcbbf83eb2fe3,8,抗过敏药,2,19.88 346.56 173.92 317.06 222.44 570.36 68.41 599.87
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0045.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2994_e362695c82.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_192_971107a440.jpg,ac372d56144b4661d607,14,妇科用药,1,287.26 415.24 564.50 423.43 558.70 619.69 281.46 611.49
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0046.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1034_317605a1fd.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1309_ac6767b27a.jpg,1b7f5c02feba0b3ffeda,3,止痛药,1,220.08 340.84 438.73 446.30 366.31 596.45 147.66 491.00
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0046.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1034_317605a1fd.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_503_cfc22c7b83.jpg,6009841e2d49bb0010df,12,心血管药,1,328.76 48.08 601.41 11.39 621.94 163.96 349.29 200.65
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0047.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3414_0c5861ad2e.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_792_981a53b5d2.jpg,067fc560500b3eccda82,12,心血管药,1,14.08 453.58 287.20 437.96 297.32 614.84 24.19 630.46
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0047.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3414_0c5861ad2e.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_55_f05b91330b.jpg,937c4ae82f768ed79b95,12,心血管药,1,238.08 26.55 388.15 42.79 376.43 151.10 226.36 134.86
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0048.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2619_131df59189.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3169_0f48b0e186.jpg,1694c71580678361ed2f,8,抗过敏药,1,78.28 66.84 216.51 80.01 194.44 311.59 56.21 298.41
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0048.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2619_131df59189.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_75_bb2d1a4a0c.jpg,da57f947cc4452d4298e,3,止痛药,3,340.52 57.12 618.81 55.87 619.29 163.04 341.01 164.29
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0049.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2368_28ffdb5ebb.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_335_0a0d0d2164.jpg,634b4c52b9630613a9d2,16,保健品,1,122.75 77.03 376.29 81.25 373.07 274.95 119.53 270.73
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0049.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2368_28ffdb5ebb.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_126_d3829d532f.jpg,929bcec570348b708cd9,14,妇科用药,2,48.60 444.14 324.95 457.90 317.50 607.47 41.15 593.71
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0050.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1321_55cfde6535.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3176_c63b015f34.jpg,6bcc76c9024303c68a04,8,抗过敏药,3,57.77 325.06 186.53 335.75 165.05 594.46 36.30 583.78
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0050.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1321_55cfde6535.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_308_9171c0b32b.jpg,326a39091ee8fb84005b,16,保健品,1,486.56 426.37 570.71 422.91 574.94 525.69 490.79 529.15
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0051.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2367_83c96fd4f1.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_109_c00c4d2598.jpg,b1ef02c56828fca589fa,14,妇科用药,2,406.65 70.71 539.14 81.45 524.44 262.69 391.95 251.95
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0051.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2367_83c96fd4f1.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_153_923a277ced.jpg,33b37a87c82e26de6227,3,止痛药,1,72.64 124.16 327.98 77.12 353.93 217.96 98.59 265.01
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0052.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_903_5bea4f8e5b.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1266_9b43b053c2.jpg,a8e129a31f309abd5766,3,止痛药,1,98.62 400.17 322.46 359.65 358.38 558.13 134.54 598.64
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0052.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_903_5bea4f8e5b.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_365_51f517695f.jpg,f1f5d63fc4e2e93c8db8,16,保健品,1,315.35 433.38 591.17 422.29 598.19 596.95 322.38 608.04
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0053.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_932_c9e15bf074.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_535_2efc805078.jpg,575dbcf955e5fb09aa1d,14,妇科用药,1,382.31 426.57 528.59 334.63 624.64 487.46 478.36 579.40
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0053.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_932_c9e15bf074.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_447_ff72e28c52.jpg,cf4e3b3bdb9078d8abaf,3,止痛药,1,66.74 232.60 197.60 250.22 160.90 522.76 30.04 505.13
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0054.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1003_c2a111494b.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2383_09c669872d.jpg,da84e8c5d2f3d1a74ec3,3,止痛药,2,315.75 483.98 584.79 432.26 607.67 551.27 338.63 603.00
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0054.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1003_c2a111494b.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_495_1d884440e5.jpg,1a30038af50bf09bcc8d,8,抗过敏药,1,40.53 409.48 311.64 467.27 281.68 607.85 10.57 550.06
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0055.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1343_7711aeda1e.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2232_272034582b.jpg,e1ab14d71344042b6a46,12,心血管药,1,234.28 388.84 502.17 404.32 490.25 610.66 222.36 595.19
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0055.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1343_7711aeda1e.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3169_0f48b0e186.jpg,1694c71580678361ed2f,8,抗过敏药,2,18.18 131.71 146.87 119.85 166.73 335.44 38.04 347.29
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0056.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1632_bce2326276.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3250_a27234d9df.jpg,7e60e63de8c6863b32ed,8,抗过敏药,1,457.00 303.53 574.20 339.41 501.74 576.14 384.54 540.27
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0056.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1632_bce2326276.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_259_c013aed5c8.jpg,1b1670b3d921cca7f4e7,14,妇科用药,1,232.18 25.91 508.16 37.10 503.30 157.11 227.31 145.93
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0057.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_910_16450df8bc.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_280_017ae64923.jpg,87bf0f50a063fbb228b3,8,抗过敏药,1,77.05 366.83 354.14 370.00 352.33 528.17 75.24 525.00
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0057.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_910_16450df8bc.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_97_81621f31af.jpg,11d84f2c01aa08fa0013,14,妇科用药,1,490.55 293.85 553.64 252.61 624.71 361.35 561.63 402.59
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0058.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2211_2009b47c9c.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2274_80c7622e45.jpg,0dd5cae7a8736a16a888,12,心血管药,1,214.34 85.29 464.34 72.93 471.40 215.84 221.41 228.20
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0058.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2211_2009b47c9c.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_309_de81375c16.jpg,a579ff3a3b45f911bcba,12,心血管药,1,213.97 431.65 456.10 397.19 481.62 576.54 239.50 611.00
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0059.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3014_f52d000c42.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_4_b43dbd85d9.jpg,b42e31906785eb5a567b,14,妇科用药,1,142.68 404.64 414.71 443.95 387.89 629.55 115.86 590.25
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0060.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2086_7818a60766.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_460_5e1dc0f723.jpg,84c509206c99ff5de393,14,妇科用药,1,14.19 49.18 291.04 36.98 298.26 200.75 21.41 212.95
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0060.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2086_7818a60766.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_109_c00c4d2598.jpg,b1ef02c56828fca589fa,14,妇科用药,3,100.63 429.76 229.44 427.38 232.70 603.59 103.89 605.97
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0061.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3349_8725554da5.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1297_76f34bab4a.jpg,f5c49a9b0b664d3c19dc,3,止痛药,1,289.20 428.94 531.44 373.70 576.65 571.93 334.42 627.17
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0061.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3349_8725554da5.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_569_6aee7d8123.jpg,8b77fbe132d84b3bf7a1,8,抗过敏药,1,69.08 295.58 178.83 320.63 117.97 587.25 8.22 562.19
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0062.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3140_bc354dcfbf.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_214_c340f9c82f.jpg,d7432cde5e77e970114e,14,妇科用药,2,44.39 21.67 316.49 63.00 298.88 178.93 26.78 137.60
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0062.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3140_bc354dcfbf.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_364_a21b8584be.jpg,5872e73f3235e5d3c198,16,保健品,1,246.88 510.89 440.43 478.00 460.04 593.41 266.49 626.30
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0063.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2359_86fafa598f.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_405_88576718cf.jpg,45131d8b274614584f3a,14,妇科用药,2,257.78 431.59 534.47 429.04 535.79 571.92 259.10 574.47
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0063.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2359_86fafa598f.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_97_81621f31af.jpg,338e5026f65c22e0f432,14,妇科用药,1,146.43 85.44 406.14 17.03 450.65 185.97 190.94 254.38
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0064.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_810_7e2ed982c4.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_308_9171c0b32b.jpg,d33effa262fe3092feff,16,保健品,1,42.82 8.79 177.88 7.77 178.39 75.99 43.34 77.01
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0065.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_263_5c1d2b823d.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_235_e99a722b27.jpg,3477807e0e777a7d2e49,14,妇科用药,3,109.13 318.66 280.43 290.36 292.55 363.72 121.25 392.02
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0066.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_921_7153f4925d.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2388_963ce2eb78.jpg,5acba4ced862cdcc7da0,3,止痛药,3,297.40 510.62 507.06 384.43 575.79 498.63 366.12 624.81
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0066.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_921_7153f4925d.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_238_d8df7440b3.jpg,68f902199fa8bd4d52c0,16,保健品,1,182.82 411.83 348.65 411.80 348.67 525.36 182.84 525.38
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0067.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_981_39718b5608.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_591_6d3a6379ba.jpg,64e40b6d515ea0bc9151,16,保健品,1,400.49 10.84 579.22 19.07 566.71 290.83 387.98 282.61
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0067.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_981_39718b5608.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3204_1e15e414e1.jpg,9699ed45985bc8193e8f,8,抗过敏药,1,147.58 36.21 281.38 98.87 180.95 313.35 47.15 250.70
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0068.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1731_c23d2f03af.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_435_2b009e4333.jpg,102e1cd9781d68b95d6b,16,保健品,1,270.32 481.94 539.55 533.47 521.26 629.05 252.03 577.52
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0068.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1731_c23d2f03af.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3207_b2a6fd2ed2.jpg,8c19c70a91bfa3a8a829,8,抗过敏药,3,478.56 258.39 583.78 268.67 557.57 536.94 452.36 526.66
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0069.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1932_8ac6d35aa5.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_308_9171c0b32b.jpg,08794d9792124888e766,16,保健品,3,537.26 494.78 619.21 499.31 613.42 604.03 531.47 599.50
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0069.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1932_8ac6d35aa5.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_308_9171c0b32b.jpg,08794d9792124888e766,16,保健品,3,250.20 509.18 326.51 514.44 319.79 611.97 243.47 606.70
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0070.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2977_f194f8f046.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3262_5aed19ccba.jpg,891319bfa908de876b8a,8,抗过敏药,1,144.19 49.99 290.38 145.70 185.56 305.80 39.37 210.09
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0070.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2977_f194f8f046.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_399_26771f4822.jpg,b896f0c747fe6575021c,14,妇科用药,1,117.15 464.10 389.11 434.58 404.71 578.25 132.75 607.77
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0071.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2187_f1ce38b66c.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_214_c340f9c82f.jpg,d7432cde5e77e970114e,14,妇科用药,3,112.10 173.38 386.63 153.94 394.92 270.91 120.38 290.36
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0071.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2187_f1ce38b66c.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_393_3c97a4f733.jpg,d4127b9da6b274951e4d,14,妇科用药,1,344.42 347.61 594.17 376.21 571.35 575.48 321.60 546.89
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0072.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1922_cf0b091f12.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3201_a2877158c8.jpg,583d11127a5d0177cf39,8,抗过敏药,1,399.64 126.80 554.55 115.17 573.09 362.09 418.18 373.72
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0072.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1922_cf0b091f12.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_569_6aee7d8123.jpg,429c750432b8dcf2e3e6,8,抗过敏药,1,39.14 448.37 300.96 456.49 296.87 588.57 35.05 580.45
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0073.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1884_ce917b34f2.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_535_2efc805078.jpg,2fe7d39ed63b0f99be6c,3,止痛药,1,425.17 22.59 479.24 107.67 282.39 232.78 228.32 147.70
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0073.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1884_ce917b34f2.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2311_28fd13f4ee.jpg,8ee113904358e48758fc,12,心血管药,1,138.82 20.55 296.79 137.36 179.24 296.33 21.27 179.52
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0074.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_908_a893f2d972.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2341_7a60597280.jpg,5d3a4ba52526df58d968,3,止痛药,1,34.88 331.92 275.17 353.47 251.57 616.55 11.28 594.99
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0074.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_908_a893f2d972.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2375_2eeac45637.jpg,68e5c153fd924b9f33f7,3,止痛药,1,283.58 435.37 538.00 420.29 547.08 573.41 292.66 588.50
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0075.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_416_2a91d0f48d.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_575_d70110b43b.jpg,696987f9ff9d66840e28,12,心血管药,2,56.98 359.56 269.96 368.26 264.99 490.11 52.00 481.41
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0075.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_416_2a91d0f48d.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2321_56ae095f64.jpg,ac9e0f31933419767953,12,心血管药,1,343.64 20.02 463.70 58.07 406.67 238.04 286.61 199.99
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0076.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2418_90844da9e9.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_495_1d884440e5.jpg,1a30038af50bf09bcc8d,8,抗过敏药,2,282.73 480.04 555.93 433.17 580.23 574.84 307.03 621.71
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0076.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2418_90844da9e9.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_570_4fd4b3e630.jpg,df3a057f6676e9e05295,14,妇科用药,2,398.45 37.69 609.32 10.44 626.50 143.40 415.64 170.65
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0077.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_869_ed5b2e0e03.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_299_8c0bdc7997.jpg,7e1883bfcdd02f7e170a,16,保健品,1,456.09 382.44 611.07 400.87 583.97 628.81 428.99 610.39
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0077.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_869_ed5b2e0e03.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_259_c013aed5c8.jpg,1b1670b3d921cca7f4e7,14,妇科用药,2,82.16 433.23 353.02 487.32 329.49 605.11 58.63 551.01
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0078.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2542_a1e8444555.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_413_8668a51e72.jpg,b9b448f8f423d3ccc962,12,心血管药,1,108.48 461.39 383.15 449.44 389.20 588.41 114.53 600.36
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0078.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2542_a1e8444555.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_357_f77e82faa4.jpg,e46a5d4d3957b9f7ac54,16,保健品,2,14.20 80.65 112.51 61.33 149.24 248.28 50.92 267.60
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0079.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2941_af842bd123.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_563_881acfd8fe.jpg,c6cb62b0319689343571,3,止痛药,2,351.19 402.88 621.72 449.31 591.59 624.88 321.06 578.44
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0079.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2941_af842bd123.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_612_52b59fa231.jpg,57d6f22563a9e0f42e8d,12,心血管药,1,325.75 104.23 601.57 83.73 613.54 244.66 337.72 265.17
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0080.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1174_1559f25581.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2291_3ca4f2d97f.jpg,1e043f095ed466496b28,12,心血管药,1,116.35 123.63 346.28 23.65 407.95 165.46 178.01 265.44
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0080.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1174_1559f25581.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_211_7417c54983.jpg,53e329b4be43893192a6,12,心血管药,1,348.30 78.05 615.09 51.88 631.95 223.71 365.16 249.88
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0081.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1961_b642e394a0.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2255_e845950c18.jpg,be61bbf43d32bd510c90,12,心血管药,2,249.74 478.64 516.00 459.54 526.78 609.82 260.52 628.92
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0081.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_1961_b642e394a0.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_2374_796eeaefd9.jpg,d38b75d3661d20eb55a8,3,止痛药,1,16.63 475.36 269.94 417.43 301.28 554.45 47.97 612.38
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0082.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3295_f25f931795.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_308_9171c0b32b.jpg,6164dbc054da00b99631,16,保健品,1,486.32 456.70 560.74 458.28 558.08 583.73 483.66 582.15
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0082.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3295_f25f931795.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_332_b595285cc9.jpg,2d7863f1fdb1fd4157a4,8,抗过敏药,2,222.41 48.92 483.94 109.06 449.41 259.21 187.88 199.07
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0083.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3405_e813419cff.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3257_35b70bdf9f.jpg,0ebc2e7dc78dbd513a4c,8,抗过敏药,1,70.21 21.41 309.60 62.53 270.46 290.38 31.07 249.26
D:\ai-vision-training\datasets\medicine_copypaste\train\images\copypaste_0083.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_3405_e813419cff.jpg,D:\ai-vision-training\datasets\medicine_hardneg\train\images\train_316_84dc3eb07a.jpg,9de764ddc9a506c4ae9c,16,保健品,1,22.52 358.29 202.54 315.99 255.17 540.02 75.15 582.32
